,TIMESTAMP,DATE,TIME,QUERY,LOG
3,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(1,'AC/DC')","2022-12-13T14:47:23.543549Z	  256 Query	INSERT INTO Artist VALUES(1,'AC/DC')"
4,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(2,'Accept')","2022-12-13T14:47:23.555972Z	  256 Query	INSERT INTO Artist VALUES(2,'Accept')"
5,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(3,'Aerosmith')","2022-12-13T14:47:23.559736Z	  256 Query	INSERT INTO Artist VALUES(3,'Aerosmith')"
6,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(4,'Alanis Morissette')","2022-12-13T14:47:23.564200Z	  256 Query	INSERT INTO Artist VALUES(4,'Alanis Morissette')"
7,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(5,'Alice In Chains')","2022-12-13T14:47:23.568725Z	  256 Query	INSERT INTO Artist VALUES(5,'Alice In Chains')"
8,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(6,'Ant“nio Carlos Jobim')","2022-12-13T14:47:23.572856Z	  256 Query	INSERT INTO Artist VALUES(6,'Ant“nio Carlos Jobim')"
9,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(7,'Apocalyptica')","2022-12-13T14:47:23.577819Z	  256 Query	INSERT INTO Artist VALUES(7,'Apocalyptica')"
10,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(8,'Audioslave')","2022-12-13T14:47:23.581945Z	  256 Query	INSERT INTO Artist VALUES(8,'Audioslave')"
11,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(9,'BackBeat')","2022-12-13T14:47:23.585550Z	  256 Query	INSERT INTO Artist VALUES(9,'BackBeat')"
12,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(10,'Billy Cobham')","2022-12-13T14:47:23.589007Z	  256 Query	INSERT INTO Artist VALUES(10,'Billy Cobham')"
13,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(11,'Black Label Society')","2022-12-13T14:47:23.592584Z	  256 Query	INSERT INTO Artist VALUES(11,'Black Label Society')"
14,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(12,'Black Sabbath')","2022-12-13T14:47:23.596237Z	  256 Query	INSERT INTO Artist VALUES(12,'Black Sabbath')"
15,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(13,'Body Count')","2022-12-13T14:47:23.599349Z	  256 Query	INSERT INTO Artist VALUES(13,'Body Count')"
16,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(14,'Bruce Dickinson')","2022-12-13T14:47:23.603175Z	  256 Query	INSERT INTO Artist VALUES(14,'Bruce Dickinson')"
17,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(15,'Buddy Guy')","2022-12-13T14:47:23.606514Z	  256 Query	INSERT INTO Artist VALUES(15,'Buddy Guy')"
18,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(16,'Caetano Veloso')","2022-12-13T14:47:23.611067Z	  256 Query	INSERT INTO Artist VALUES(16,'Caetano Veloso')"
19,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(17,'Chico Buarque')","2022-12-13T14:47:23.614881Z	  256 Query	INSERT INTO Artist VALUES(17,'Chico Buarque')"
20,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(18,'Chico Science & Na‡Æo Zumbi')","2022-12-13T14:47:23.619686Z	  256 Query	INSERT INTO Artist VALUES(18,'Chico Science & Na‡Æo Zumbi')"
21,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(19,'Cidade Negra')","2022-12-13T14:47:23.624261Z	  256 Query	INSERT INTO Artist VALUES(19,'Cidade Negra')"
22,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(20,'Cl udio Zoli')","2022-12-13T14:47:23.628851Z	  256 Query	INSERT INTO Artist VALUES(20,'Cl udio Zoli')"
23,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(21,'Various Artists')","2022-12-13T14:47:23.633672Z	  256 Query	INSERT INTO Artist VALUES(21,'Various Artists')"
24,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(22,'Led Zeppelin')","2022-12-13T14:47:23.637960Z	  256 Query	INSERT INTO Artist VALUES(22,'Led Zeppelin')"
25,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(23,'Frank Zappa & Captain Beefheart')","2022-12-13T14:47:23.642707Z	  256 Query	INSERT INTO Artist VALUES(23,'Frank Zappa & Captain Beefheart')"
26,13/12/2022 14:47:23,13/12/2022,14:47:23,"INSERT INTO Artist VALUES(24,'Marcos Valle')","2022-12-13T14:47:23.647226Z	  256 Query	INSERT INTO Artist VALUES(24,'Marcos Valle')"
27,13/12/2022 14:47:24,13/12/2022,14:47:24,"INSERT INTO Artist VALUES(25,'Milton Nascimento & Bebeto')","2022-12-13T14:47:24.541904Z	  256 Query	INSERT INTO Artist VALUES(25,'Milton Nascimento & Bebeto')"
28,13/12/2022 14:47:50,13/12/2022,14:47:50,"INSERT INTO Album VALUES(1,'For Those About To Rock We Salute You',1)","2022-12-13T14:47:50.940956Z	  256 Query	INSERT INTO Album VALUES(1,'For Those About To Rock We Salute You',1)"
29,13/12/2022 14:47:50,13/12/2022,14:47:50,"INSERT INTO Album VALUES(2,'Balls to the Wall',2)","2022-12-13T14:47:50.953419Z	  256 Query	INSERT INTO Album VALUES(2,'Balls to the Wall',2)"
30,13/12/2022 14:47:50,13/12/2022,14:47:50,"INSERT INTO Album VALUES(3,'Restless and Wild',2)","2022-12-13T14:47:50.957697Z	  256 Query	INSERT INTO Album VALUES(3,'Restless and Wild',2)"
31,13/12/2022 14:47:50,13/12/2022,14:47:50,"INSERT INTO Album VALUES(4,'Let There Be Rock',1)","2022-12-13T14:47:50.961959Z	  256 Query	INSERT INTO Album VALUES(4,'Let There Be Rock',1)"
32,13/12/2022 14:47:50,13/12/2022,14:47:50,"INSERT INTO Album VALUES(5,'Big Ones',3)","2022-12-13T14:47:50.966446Z	  256 Query	INSERT INTO Album VALUES(5,'Big Ones',3)"
33,13/12/2022 14:47:50,13/12/2022,14:47:50,"INSERT INTO Album VALUES(6,'Jagged Little Pill',4)","2022-12-13T14:47:50.970926Z	  256 Query	INSERT INTO Album VALUES(6,'Jagged Little Pill',4)"
34,13/12/2022 14:47:50,13/12/2022,14:47:50,"INSERT INTO Album VALUES(7,'Facelift',5)","2022-12-13T14:47:50.975683Z	  256 Query	INSERT INTO Album VALUES(7,'Facelift',5)"
35,13/12/2022 14:47:50,13/12/2022,14:47:50,"INSERT INTO Album VALUES(8,'Warner 25 Anos',6)","2022-12-13T14:47:50.980545Z	  256 Query	INSERT INTO Album VALUES(8,'Warner 25 Anos',6)"
36,13/12/2022 14:47:50,13/12/2022,14:47:50,"INSERT INTO Album VALUES(9,'Plays Metallica By Four Cellos',7)","2022-12-13T14:47:50.985640Z	  256 Query	INSERT INTO Album VALUES(9,'Plays Metallica By Four Cellos',7)"
37,13/12/2022 14:47:50,13/12/2022,14:47:50,"INSERT INTO Album VALUES(10,'Audioslave',8)","2022-12-13T14:47:50.990655Z	  256 Query	INSERT INTO Album VALUES(10,'Audioslave',8)"
38,13/12/2022 14:47:50,13/12/2022,14:47:50,"INSERT INTO Album VALUES(11,'Out Of Exile',8)","2022-12-13T14:47:50.995118Z	  256 Query	INSERT INTO Album VALUES(11,'Out Of Exile',8)"
39,13/12/2022 14:47:50,13/12/2022,14:47:50,"INSERT INTO Album VALUES(12,'BackBeat Soundtrack',9)","2022-12-13T14:47:50.999895Z	  256 Query	INSERT INTO Album VALUES(12,'BackBeat Soundtrack',9)"
40,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(13,'The Best Of Billy Cobham',10)","2022-12-13T14:47:51.004088Z	  256 Query	INSERT INTO Album VALUES(13,'The Best Of Billy Cobham',10)"
41,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(14,'Alcohol Fueled Brewtality Live! Disc 1',11)","2022-12-13T14:47:51.009590Z	  256 Query	INSERT INTO Album VALUES(14,'Alcohol Fueled Brewtality Live! Disc 1',11)"
42,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(15,'Alcohol Fueled Brewtality Live! Disc 2',11)","2022-12-13T14:47:51.014250Z	  256 Query	INSERT INTO Album VALUES(15,'Alcohol Fueled Brewtality Live! Disc 2',11)"
43,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(16,'Black Sabbath',12)","2022-12-13T14:47:51.019055Z	  256 Query	INSERT INTO Album VALUES(16,'Black Sabbath',12)"
44,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(17,'Black Sabbath Vol. 4 (Remaster)',12)","2022-12-13T14:47:51.023881Z	  256 Query	INSERT INTO Album VALUES(17,'Black Sabbath Vol. 4 (Remaster)',12)"
45,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(18,'Body Count',13)","2022-12-13T14:47:51.027881Z	  256 Query	INSERT INTO Album VALUES(18,'Body Count',13)"
46,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(19,'Chemical Wedding',14)","2022-12-13T14:47:51.032633Z	  256 Query	INSERT INTO Album VALUES(19,'Chemical Wedding',14)"
47,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(20,'The Best Of Buddy Guy - The Millenium Collection',15)","2022-12-13T14:47:51.037943Z	  256 Query	INSERT INTO Album VALUES(20,'The Best Of Buddy Guy - The Millenium Collection',15)"
48,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(21,'Prenda Minha',16)","2022-12-13T14:47:51.042910Z	  256 Query	INSERT INTO Album VALUES(21,'Prenda Minha',16)"
49,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(22,'Sozinho Remix Ao Vivo',16)","2022-12-13T14:47:51.047939Z	  256 Query	INSERT INTO Album VALUES(22,'Sozinho Remix Ao Vivo',16)"
50,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(23,'Minha Historia',17)","2022-12-13T14:47:51.052881Z	  256 Query	INSERT INTO Album VALUES(23,'Minha Historia',17)"
51,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(24,'Afrociberdelia',18)","2022-12-13T14:47:51.057527Z	  256 Query	INSERT INTO Album VALUES(24,'Afrociberdelia',18)"
52,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(25,'Da Lama Ao Caos',18)","2022-12-13T14:47:51.061968Z	  256 Query	INSERT INTO Album VALUES(25,'Da Lama Ao Caos',18)"
53,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(26,'Ac£stico MTV Live',19)","2022-12-13T14:47:51.067003Z	  256 Query	INSERT INTO Album VALUES(26,'Ac£stico MTV Live',19)"
54,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(27,'Cidade Negra - Hits',19)","2022-12-13T14:47:51.071202Z	  256 Query	INSERT INTO Album VALUES(27,'Cidade Negra - Hits',19)"
55,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(28,'Na Pista',20)","2022-12-13T14:47:51.075400Z	  256 Query	INSERT INTO Album VALUES(28,'Na Pista',20)"
56,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(29,'Ax‚ Bahia 2001',21)","2022-12-13T14:47:51.079495Z	  256 Query	INSERT INTO Album VALUES(29,'Ax‚ Bahia 2001',21)"
57,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(30,'BBC Sessions Disc 1 Live',22)","2022-12-13T14:47:51.083424Z	  256 Query	INSERT INTO Album VALUES(30,'BBC Sessions Disc 1 Live',22)"
58,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(31,'Bongo Fury',23)","2022-12-13T14:47:51.086523Z	  256 Query	INSERT INTO Album VALUES(31,'Bongo Fury',23)"
59,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(32,'Carnaval 2001',21)","2022-12-13T14:47:51.090706Z	  256 Query	INSERT INTO Album VALUES(32,'Carnaval 2001',21)"
60,13/12/2022 14:47:51,13/12/2022,14:47:51,"INSERT INTO Album VALUES(33,'Chill: Brazil (Disc 1)',24)","2022-12-13T14:47:51.094738Z	  256 Query	INSERT INTO Album VALUES(33,'Chill: Brazil (Disc 1)',24)"
61,13/12/2022 14:47:52,13/12/2022,14:47:52,"INSERT INTO Album VALUES(34,'Chill: Brazil (Disc 2)',6)","2022-12-13T14:47:52.010716Z	  256 Query	INSERT INTO Album VALUES(34,'Chill: Brazil (Disc 2)',6)"
62,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(1,'Rock')","2022-12-13T14:48:24.332142Z	  256 Query	INSERT INTO Genre VALUES(1,'Rock')"
63,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(2,'Jazz')","2022-12-13T14:48:24.341740Z	  256 Query	INSERT INTO Genre VALUES(2,'Jazz')"
64,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(3,'Metal')","2022-12-13T14:48:24.346576Z	  256 Query	INSERT INTO Genre VALUES(3,'Metal')"
65,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(4,'Alternative & Punk')","2022-12-13T14:48:24.350830Z	  256 Query	INSERT INTO Genre VALUES(4,'Alternative & Punk')"
66,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(5,'Rock And Roll')","2022-12-13T14:48:24.355213Z	  256 Query	INSERT INTO Genre VALUES(5,'Rock And Roll')"
67,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(6,'Blues')","2022-12-13T14:48:24.359549Z	  256 Query	INSERT INTO Genre VALUES(6,'Blues')"
68,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(7,'Latin')","2022-12-13T14:48:24.363729Z	  256 Query	INSERT INTO Genre VALUES(7,'Latin')"
69,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(8,'Reggae')","2022-12-13T14:48:24.367715Z	  256 Query	INSERT INTO Genre VALUES(8,'Reggae')"
70,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(9,'Pop')","2022-12-13T14:48:24.372018Z	  256 Query	INSERT INTO Genre VALUES(9,'Pop')"
71,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(10,'Soundtrack')","2022-12-13T14:48:24.376056Z	  256 Query	INSERT INTO Genre VALUES(10,'Soundtrack')"
72,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(11,'Bossa Nova')","2022-12-13T14:48:24.379825Z	  256 Query	INSERT INTO Genre VALUES(11,'Bossa Nova')"
73,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(12,'Easy Listening')","2022-12-13T14:48:24.384031Z	  256 Query	INSERT INTO Genre VALUES(12,'Easy Listening')"
74,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(13,'Heavy Metal')","2022-12-13T14:48:24.387984Z	  256 Query	INSERT INTO Genre VALUES(13,'Heavy Metal')"
75,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(14,'R&B/Soul')","2022-12-13T14:48:24.391387Z	  256 Query	INSERT INTO Genre VALUES(14,'R&B/Soul')"
76,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(15,'Electronica/Dance')","2022-12-13T14:48:24.394787Z	  256 Query	INSERT INTO Genre VALUES(15,'Electronica/Dance')"
77,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(16,'World')","2022-12-13T14:48:24.399970Z	  256 Query	INSERT INTO Genre VALUES(16,'World')"
78,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(17,'Hip Hop/Rap')","2022-12-13T14:48:24.404023Z	  256 Query	INSERT INTO Genre VALUES(17,'Hip Hop/Rap')"
79,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(18,'Science Fiction')","2022-12-13T14:48:24.407909Z	  256 Query	INSERT INTO Genre VALUES(18,'Science Fiction')"
80,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(19,'TV Shows')","2022-12-13T14:48:24.411666Z	  256 Query	INSERT INTO Genre VALUES(19,'TV Shows')"
81,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(20,'Sci Fi & Fantasy')","2022-12-13T14:48:24.415643Z	  256 Query	INSERT INTO Genre VALUES(20,'Sci Fi & Fantasy')"
82,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(21,'Drama')","2022-12-13T14:48:24.419464Z	  256 Query	INSERT INTO Genre VALUES(21,'Drama')"
83,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(22,'Comedy')","2022-12-13T14:48:24.422822Z	  256 Query	INSERT INTO Genre VALUES(22,'Comedy')"
84,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(23,'Alternative')","2022-12-13T14:48:24.426445Z	  256 Query	INSERT INTO Genre VALUES(23,'Alternative')"
85,13/12/2022 14:48:24,13/12/2022,14:48:24,"INSERT INTO Genre VALUES(24,'Classical')","2022-12-13T14:48:24.430051Z	  256 Query	INSERT INTO Genre VALUES(24,'Classical')"
86,13/12/2022 14:48:25,13/12/2022,14:48:25,"INSERT INTO Genre VALUES(25,'Opera')","2022-12-13T14:48:25.215922Z	  256 Query	INSERT INTO Genre VALUES(25,'Opera')"
87,13/12/2022 14:49:38,13/12/2022,14:49:38,"INSERT INTO MediaType VALUES(1,'MPEG audio file')","2022-12-13T14:49:38.729037Z	  256 Query	INSERT INTO MediaType VALUES(1,'MPEG audio file')"
88,13/12/2022 14:49:38,13/12/2022,14:49:38,"INSERT INTO MediaType VALUES(2,'Protected AAC audio file')","2022-12-13T14:49:38.737177Z	  256 Query	INSERT INTO MediaType VALUES(2,'Protected AAC audio file')"
89,13/12/2022 14:49:38,13/12/2022,14:49:38,"INSERT INTO MediaType VALUES(3,'Protected MPEG-4 video file')","2022-12-13T14:49:38.740803Z	  256 Query	INSERT INTO MediaType VALUES(3,'Protected MPEG-4 video file')"
90,13/12/2022 14:49:38,13/12/2022,14:49:38,"INSERT INTO MediaType VALUES(4,'Purchased AAC audio file')","2022-12-13T14:49:38.745196Z	  256 Query	INSERT INTO MediaType VALUES(4,'Purchased AAC audio file')"
91,13/12/2022 14:49:39,13/12/2022,14:49:39,"INSERT INTO MediaType VALUES(5,'AAC audio file')","2022-12-13T14:49:39.314921Z	  256 Query	INSERT INTO MediaType VALUES(5,'AAC audio file')"
92,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(1,'For Those About To Rock (We Salute You)',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',343719,11170334,0.99000000000000003552)","2022-12-13T14:50:32.872822Z	  256 Query	INSERT INTO Track VALUES(1,'For Those About To Rock (We Salute You)',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',343719,11170334,0.99000000000000003552)"
93,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(2,'Balls to the Wall',2,2,1,NULL,342562,5510424,0.99000000000000003552)","2022-12-13T14:50:32.894969Z	  256 Query	INSERT INTO Track VALUES(2,'Balls to the Wall',2,2,1,NULL,342562,5510424,0.99000000000000003552)"
94,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(3,'Fast As a Shark',3,2,1,'F. Baltes, S. Kaufman, U. Dirkscneider & W. Hoffman',230619,3990994,0.99000000000000003552)","2022-12-13T14:50:32.899708Z	  256 Query	INSERT INTO Track VALUES(3,'Fast As a Shark',3,2,1,'F. Baltes, S. Kaufman, U. Dirkscneider & W. Hoffman',230619,3990994,0.99000000000000003552)"
95,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(4,'Restless and Wild',3,2,1,'F. Baltes, R.A. Smith-Diesel, S. Kaufman, U. Dirkscneider & W. Hoffman',252051,4331779,0.99000000000000003552)","2022-12-13T14:50:32.905555Z	  256 Query	INSERT INTO Track VALUES(4,'Restless and Wild',3,2,1,'F. Baltes, R.A. Smith-Diesel, S. Kaufman, U. Dirkscneider & W. Hoffman',252051,4331779,0.99000000000000003552)"
96,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(5,'Princess of the Dawn',3,2,1,'Deaffy & R.A. Smith-Diesel',375418,6290521,0.99000000000000003552)","2022-12-13T14:50:32.912193Z	  256 Query	INSERT INTO Track VALUES(5,'Princess of the Dawn',3,2,1,'Deaffy & R.A. Smith-Diesel',375418,6290521,0.99000000000000003552)"
97,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(6,'Put The Finger On You',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',205662,6713451,0.99000000000000003552)","2022-12-13T14:50:32.918099Z	  256 Query	INSERT INTO Track VALUES(6,'Put The Finger On You',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',205662,6713451,0.99000000000000003552)"
98,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(7,'Let''s Get It Up',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',233926,7636561,0.99000000000000003552)","2022-12-13T14:50:32.924528Z	  256 Query	INSERT INTO Track VALUES(7,'Let''s Get It Up',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',233926,7636561,0.99000000000000003552)"
99,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(8,'Inject The Venom',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',210834,6852860,0.99000000000000003552)","2022-12-13T14:50:32.929501Z	  256 Query	INSERT INTO Track VALUES(8,'Inject The Venom',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',210834,6852860,0.99000000000000003552)"
100,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(9,'Snowballed',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',203102,6599424,0.99000000000000003552)","2022-12-13T14:50:32.935416Z	  256 Query	INSERT INTO Track VALUES(9,'Snowballed',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',203102,6599424,0.99000000000000003552)"
101,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(10,'Evil Walks',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',263497,8611245,0.99000000000000003552)","2022-12-13T14:50:32.940489Z	  256 Query	INSERT INTO Track VALUES(10,'Evil Walks',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',263497,8611245,0.99000000000000003552)"
102,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(11,'C.O.D.',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',199836,6566314,0.99000000000000003552)","2022-12-13T14:50:32.945493Z	  256 Query	INSERT INTO Track VALUES(11,'C.O.D.',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',199836,6566314,0.99000000000000003552)"
103,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(12,'Breaking The Rules',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',263288,8596840,0.99000000000000003552)","2022-12-13T14:50:32.951040Z	  256 Query	INSERT INTO Track VALUES(12,'Breaking The Rules',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',263288,8596840,0.99000000000000003552)"
104,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(13,'Night Of The Long Knives',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',205688,6706347,0.99000000000000003552)","2022-12-13T14:50:32.956207Z	  256 Query	INSERT INTO Track VALUES(13,'Night Of The Long Knives',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',205688,6706347,0.99000000000000003552)"
105,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(14,'Spellbound',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',270863,8817038,0.99000000000000003552)","2022-12-13T14:50:32.961182Z	  256 Query	INSERT INTO Track VALUES(14,'Spellbound',1,1,1,'Angus Young, Malcolm Young, Brian Johnson',270863,8817038,0.99000000000000003552)"
106,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(15,'Go Down',4,1,1,'AC/DC',331180,10847611,0.99000000000000003552)","2022-12-13T14:50:32.966214Z	  256 Query	INSERT INTO Track VALUES(15,'Go Down',4,1,1,'AC/DC',331180,10847611,0.99000000000000003552)"
107,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(16,'Dog Eat Dog',4,1,1,'AC/DC',215196,7032162,0.99000000000000003552)","2022-12-13T14:50:32.971368Z	  256 Query	INSERT INTO Track VALUES(16,'Dog Eat Dog',4,1,1,'AC/DC',215196,7032162,0.99000000000000003552)"
108,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(17,'Let There Be Rock',4,1,1,'AC/DC',366654,12021261,0.99000000000000003552)","2022-12-13T14:50:32.976641Z	  256 Query	INSERT INTO Track VALUES(17,'Let There Be Rock',4,1,1,'AC/DC',366654,12021261,0.99000000000000003552)"
109,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(18,'Bad Boy Boogie',4,1,1,'AC/DC',267728,8776140,0.99000000000000003552)","2022-12-13T14:50:32.981515Z	  256 Query	INSERT INTO Track VALUES(18,'Bad Boy Boogie',4,1,1,'AC/DC',267728,8776140,0.99000000000000003552)"
110,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(19,'Problem Child',4,1,1,'AC/DC',325041,10617116,0.99000000000000003552)","2022-12-13T14:50:32.986587Z	  256 Query	INSERT INTO Track VALUES(19,'Problem Child',4,1,1,'AC/DC',325041,10617116,0.99000000000000003552)"
111,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(20,'Overdose',4,1,1,'AC/DC',369319,12066294,0.99000000000000003552)","2022-12-13T14:50:32.991394Z	  256 Query	INSERT INTO Track VALUES(20,'Overdose',4,1,1,'AC/DC',369319,12066294,0.99000000000000003552)"
112,13/12/2022 14:50:32,13/12/2022,14:50:32,"INSERT INTO Track VALUES(21,'Hell Ain''t A Bad Place To Be',4,1,1,'AC/DC',254380,8331286,0.99000000000000003552)","2022-12-13T14:50:32.995786Z	  256 Query	INSERT INTO Track VALUES(21,'Hell Ain''t A Bad Place To Be',4,1,1,'AC/DC',254380,8331286,0.99000000000000003552)"
